TOP.5ad9a820.000e1a7e	START
TOP.5ca3a28a.000a4c2c	hashes->salts_done	0
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	START
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	straight_ctx->dict	password.lst
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	rulefile	rules\Incisive-leetspeak.rule
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	runtime_start	1554227851
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	runtime_stop	1554227858
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	status-after-work	8
TOP.5ca3a28a.000a4c2c	SUB.5ca3a28b.0009586c	STOP
TOP.5ca3a28a.000a4c2c	proc_start	1554227850
TOP.5ca3a28a.000a4c2c	proc_stop	1554227858
TOP.5ca3a28a.000a4c2c	STOP
TOP.5f241bc5.0004f2d2	START
TOP.5f241bc5.0004f2d2	user_options->separator	:
TOP.5f241bc5.0004f2d2	user_options->encoding_from	utf-8
TOP.5f241bc5.0004f2d2	user_options->encoding_to	utf-8
TOP.5f241bc5.0004f2d2	user_options->rp_files[0]	rules\Incisive-leetspeak.rule
TOP.5f241bc5.0004f2d2	user_options->rule_buf_l	:
TOP.5f241bc5.0004f2d2	user_options->rule_buf_r	:
TOP.5f241bc5.0004f2d2	user_options->session	hashcat
TOP.5f241bc5.0004f2d2	user_options->limit	0
TOP.5f241bc5.0004f2d2	user_options->skip	0
TOP.5f241bc5.0004f2d2	user_options->attack_mode	0
TOP.5f241bc5.0004f2d2	user_options->benchmark	0
TOP.5f241bc5.0004f2d2	user_options->benchmark_all	0
TOP.5f241bc5.0004f2d2	user_options->bitmap_max	24
TOP.5f241bc5.0004f2d2	user_options->bitmap_min	16
TOP.5f241bc5.0004f2d2	user_options->debug_mode	0
TOP.5f241bc5.0004f2d2	user_options->example_hashes	0
TOP.5f241bc5.0004f2d2	user_options->force	0
TOP.5f241bc5.0004f2d2	user_options->gpu_temp_abort	90
TOP.5f241bc5.0004f2d2	user_options->gpu_temp_disable	0
TOP.5f241bc5.0004f2d2	user_options->hash_mode	3000
TOP.5f241bc5.0004f2d2	user_options->hex_charset	0
TOP.5f241bc5.0004f2d2	user_options->hex_salt	0
TOP.5f241bc5.0004f2d2	user_options->hex_wordlist	0
TOP.5f241bc5.0004f2d2	user_options->increment	0
TOP.5f241bc5.0004f2d2	user_options->increment_max	256
TOP.5f241bc5.0004f2d2	user_options->increment_min	1
TOP.5f241bc5.0004f2d2	user_options->keep_guessing	0
TOP.5f241bc5.0004f2d2	user_options->kernel_accel	0
TOP.5f241bc5.0004f2d2	user_options->kernel_loops	0
TOP.5f241bc5.0004f2d2	user_options->keyspace	0
TOP.5f241bc5.0004f2d2	user_options->left	0
TOP.5f241bc5.0004f2d2	user_options->logfile_disable	0
TOP.5f241bc5.0004f2d2	user_options->loopback	0
TOP.5f241bc5.0004f2d2	user_options->machine_readable	0
TOP.5f241bc5.0004f2d2	user_options->markov_classic	0
TOP.5f241bc5.0004f2d2	user_options->markov_disable	0
TOP.5f241bc5.0004f2d2	user_options->markov_threshold	256
TOP.5f241bc5.0004f2d2	user_options->nvidia_spin_damp	100
TOP.5f241bc5.0004f2d2	user_options->opencl_info	0
TOP.5f241bc5.0004f2d2	user_options->opencl_vector_width	0
TOP.5f241bc5.0004f2d2	user_options->optimized_kernel_enable	0
TOP.5f241bc5.0004f2d2	user_options->outfile_autohex	1
TOP.5f241bc5.0004f2d2	user_options->outfile_check_timer	5
TOP.5f241bc5.0004f2d2	user_options->outfile_format	3
TOP.5f241bc5.0004f2d2	user_options->wordlist_autohex_disable	0
TOP.5f241bc5.0004f2d2	user_options->potfile_disable	0
TOP.5f241bc5.0004f2d2	user_options->progress_only	0
TOP.5f241bc5.0004f2d2	user_options->quiet	0
TOP.5f241bc5.0004f2d2	user_options->remove	0
TOP.5f241bc5.0004f2d2	user_options->remove_timer	60
TOP.5f241bc5.0004f2d2	user_options->restore	0
TOP.5f241bc5.0004f2d2	user_options->restore_disable	0
TOP.5f241bc5.0004f2d2	user_options->restore_timer	60
TOP.5f241bc5.0004f2d2	user_options->rp_files_cnt	1
TOP.5f241bc5.0004f2d2	user_options->rp_gen	0
TOP.5f241bc5.0004f2d2	user_options->rp_gen_func_max	4
TOP.5f241bc5.0004f2d2	user_options->rp_gen_func_min	1
TOP.5f241bc5.0004f2d2	user_options->rp_gen_seed	0
TOP.5f241bc5.0004f2d2	user_options->runtime	0
TOP.5f241bc5.0004f2d2	user_options->scrypt_tmto	0
TOP.5f241bc5.0004f2d2	user_options->segment_size	33554432
TOP.5f241bc5.0004f2d2	user_options->self_test_disable	0
TOP.5f241bc5.0004f2d2	user_options->show	0
TOP.5f241bc5.0004f2d2	user_options->speed_only	0
TOP.5f241bc5.0004f2d2	user_options->status	0
TOP.5f241bc5.0004f2d2	user_options->status_timer	10
TOP.5f241bc5.0004f2d2	user_options->stdout_flag	0
TOP.5f241bc5.0004f2d2	user_options->usage	0
TOP.5f241bc5.0004f2d2	user_options->username	0
TOP.5f241bc5.0004f2d2	user_options->veracrypt_pim	0
TOP.5f241bc5.0004f2d2	user_options->version	0
TOP.5f241bc5.0004f2d2	user_options->workload_profile	2
TOP.5f241bc5.0004f2d2	hashes->hashfile	sam.txt
TOP.5f241bc5.0004f2d2	hashes->hashlist_mode	4
TOP.5f241bc5.0004f2d2	hashes->hashlist_format	1
TOP.5f241bc5.0004f2d2	hashes->hashes_cnt	0
TOP.5f241bc5.0004f2d2	hashes->digests_cnt	14
TOP.5f241bc5.0004f2d2	hashes->digests_done	0
TOP.5f241bc5.0004f2d2	hashes->salts_cnt	1
TOP.5f241bc5.0004f2d2	hashes->salts_done	0
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	START
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	straight_ctx->dict	password.lst
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	rulefile	rules\Incisive-leetspeak.rule
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	runtime_start	1596201933
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	runtime_stop	1596201981
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	status-after-work	5
TOP.5f241bc5.0004f2d2	SUB.5f241bcd.00025336	STOP
TOP.5f241bc5.0004f2d2	proc_start	1596201925
TOP.5f241bc5.0004f2d2	proc_stop	1596201982
TOP.5f241bc5.0004f2d2	STOP
TOP.5f241c28.000d4a5f	START
TOP.5f241c28.000d4a5f	user_options->separator	:
TOP.5f241c28.000d4a5f	user_options->encoding_from	utf-8
TOP.5f241c28.000d4a5f	user_options->encoding_to	utf-8
TOP.5f241c28.000d4a5f	user_options->rp_files[0]	rules\Incisive-leetspeak.rule
TOP.5f241c28.000d4a5f	user_options->rule_buf_l	:
TOP.5f241c28.000d4a5f	user_options->rule_buf_r	:
TOP.5f241c28.000d4a5f	user_options->session	hashcat
TOP.5f241c28.000d4a5f	user_options->limit	0
TOP.5f241c28.000d4a5f	user_options->skip	0
TOP.5f241c28.000d4a5f	user_options->attack_mode	0
TOP.5f241c28.000d4a5f	user_options->benchmark	0
TOP.5f241c28.000d4a5f	user_options->benchmark_all	0
TOP.5f241c28.000d4a5f	user_options->bitmap_max	24
TOP.5f241c28.000d4a5f	user_options->bitmap_min	16
TOP.5f241c28.000d4a5f	user_options->debug_mode	0
TOP.5f241c28.000d4a5f	user_options->example_hashes	0
TOP.5f241c28.000d4a5f	user_options->force	0
TOP.5f241c28.000d4a5f	user_options->gpu_temp_abort	90
TOP.5f241c28.000d4a5f	user_options->gpu_temp_disable	0
TOP.5f241c28.000d4a5f	user_options->hash_mode	1000
TOP.5f241c28.000d4a5f	user_options->hex_charset	0
TOP.5f241c28.000d4a5f	user_options->hex_salt	0
TOP.5f241c28.000d4a5f	user_options->hex_wordlist	0
TOP.5f241c28.000d4a5f	user_options->increment	0
TOP.5f241c28.000d4a5f	user_options->increment_max	256
TOP.5f241c28.000d4a5f	user_options->increment_min	1
TOP.5f241c28.000d4a5f	user_options->keep_guessing	0
TOP.5f241c28.000d4a5f	user_options->kernel_accel	0
TOP.5f241c28.000d4a5f	user_options->kernel_loops	0
TOP.5f241c28.000d4a5f	user_options->keyspace	0
TOP.5f241c28.000d4a5f	user_options->left	0
TOP.5f241c28.000d4a5f	user_options->logfile_disable	0
TOP.5f241c28.000d4a5f	user_options->loopback	0
TOP.5f241c28.000d4a5f	user_options->machine_readable	0
TOP.5f241c28.000d4a5f	user_options->markov_classic	0
TOP.5f241c28.000d4a5f	user_options->markov_disable	0
TOP.5f241c28.000d4a5f	user_options->markov_threshold	256
TOP.5f241c28.000d4a5f	user_options->nvidia_spin_damp	100
TOP.5f241c28.000d4a5f	user_options->opencl_info	0
TOP.5f241c28.000d4a5f	user_options->opencl_vector_width	0
TOP.5f241c28.000d4a5f	user_options->optimized_kernel_enable	0
TOP.5f241c28.000d4a5f	user_options->outfile_autohex	1
TOP.5f241c28.000d4a5f	user_options->outfile_check_timer	5
TOP.5f241c28.000d4a5f	user_options->outfile_format	3
TOP.5f241c28.000d4a5f	user_options->wordlist_autohex_disable	0
TOP.5f241c28.000d4a5f	user_options->potfile_disable	0
TOP.5f241c28.000d4a5f	user_options->progress_only	0
TOP.5f241c28.000d4a5f	user_options->quiet	0
TOP.5f241c28.000d4a5f	user_options->remove	0
TOP.5f241c28.000d4a5f	user_options->remove_timer	60
TOP.5f241c28.000d4a5f	user_options->restore	0
TOP.5f241c28.000d4a5f	user_options->restore_disable	0
TOP.5f241c28.000d4a5f	user_options->restore_timer	60
TOP.5f241c28.000d4a5f	user_options->rp_files_cnt	1
TOP.5f241c28.000d4a5f	user_options->rp_gen	0
TOP.5f241c28.000d4a5f	user_options->rp_gen_func_max	4
TOP.5f241c28.000d4a5f	user_options->rp_gen_func_min	1
TOP.5f241c28.000d4a5f	user_options->rp_gen_seed	0
TOP.5f241c28.000d4a5f	user_options->runtime	0
TOP.5f241c28.000d4a5f	user_options->scrypt_tmto	0
TOP.5f241c28.000d4a5f	user_options->segment_size	33554432
TOP.5f241c28.000d4a5f	user_options->self_test_disable	0
TOP.5f241c28.000d4a5f	user_options->show	0
TOP.5f241c28.000d4a5f	user_options->speed_only	0
TOP.5f241c28.000d4a5f	user_options->status	0
TOP.5f241c28.000d4a5f	user_options->status_timer	10
TOP.5f241c28.000d4a5f	user_options->stdout_flag	0
TOP.5f241c28.000d4a5f	user_options->usage	0
TOP.5f241c28.000d4a5f	user_options->username	0
TOP.5f241c28.000d4a5f	user_options->veracrypt_pim	0
TOP.5f241c28.000d4a5f	user_options->version	0
TOP.5f241c28.000d4a5f	user_options->workload_profile	2
TOP.5f241c28.000d4a5f	hashes->hashfile	sam.txt
TOP.5f241c28.000d4a5f	hashes->hashlist_mode	4
TOP.5f241c28.000d4a5f	hashes->hashlist_format	1
TOP.5f241c28.000d4a5f	hashes->hashes_cnt	0
TOP.5f241c28.000d4a5f	hashes->digests_cnt	8
TOP.5f241c28.000d4a5f	hashes->digests_done	0
TOP.5f241c28.000d4a5f	hashes->salts_cnt	1
TOP.5f241c28.000d4a5f	hashes->salts_done	0
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	START
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	straight_ctx->dict	password.lst
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	rulefile	rules\Incisive-leetspeak.rule
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	runtime_start	1596202031
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	runtime_stop	1596202051
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	status-after-work	5
TOP.5f241c28.000d4a5f	SUB.5f241c2f.0002ccc2	STOP
TOP.5f241c28.000d4a5f	proc_start	1596202024
TOP.5f241c28.000d4a5f	proc_stop	1596202053
TOP.5f241c28.000d4a5f	STOP
TOP.5f241c99.0007cefa	START
TOP.5f241c99.0007cefa	user_options->separator	:
TOP.5f241c99.0007cefa	user_options->encoding_from	utf-8
TOP.5f241c99.0007cefa	user_options->encoding_to	utf-8
TOP.5f241c99.0007cefa	user_options->rp_files[0]	rules\Incisive-leetspeak.rule
TOP.5f241c99.0007cefa	user_options->rule_buf_l	:
TOP.5f241c99.0007cefa	user_options->rule_buf_r	:
TOP.5f241c99.0007cefa	user_options->session	hashcat
TOP.5f241c99.0007cefa	user_options->limit	0
TOP.5f241c99.0007cefa	user_options->skip	0
TOP.5f241c99.0007cefa	user_options->attack_mode	0
TOP.5f241c99.0007cefa	user_options->benchmark	0
TOP.5f241c99.0007cefa	user_options->benchmark_all	0
TOP.5f241c99.0007cefa	user_options->bitmap_max	24
TOP.5f241c99.0007cefa	user_options->bitmap_min	16
TOP.5f241c99.0007cefa	user_options->debug_mode	0
TOP.5f241c99.0007cefa	user_options->example_hashes	0
TOP.5f241c99.0007cefa	user_options->force	0
TOP.5f241c99.0007cefa	user_options->gpu_temp_abort	90
TOP.5f241c99.0007cefa	user_options->gpu_temp_disable	0
TOP.5f241c99.0007cefa	user_options->hash_mode	0
TOP.5f241c99.0007cefa	user_options->hex_charset	0
TOP.5f241c99.0007cefa	user_options->hex_salt	0
TOP.5f241c99.0007cefa	user_options->hex_wordlist	0
TOP.5f241c99.0007cefa	user_options->increment	0
TOP.5f241c99.0007cefa	user_options->increment_max	256
TOP.5f241c99.0007cefa	user_options->increment_min	1
TOP.5f241c99.0007cefa	user_options->keep_guessing	0
TOP.5f241c99.0007cefa	user_options->kernel_accel	0
TOP.5f241c99.0007cefa	user_options->kernel_loops	0
TOP.5f241c99.0007cefa	user_options->keyspace	0
TOP.5f241c99.0007cefa	user_options->left	0
TOP.5f241c99.0007cefa	user_options->logfile_disable	0
TOP.5f241c99.0007cefa	user_options->loopback	0
TOP.5f241c99.0007cefa	user_options->machine_readable	0
TOP.5f241c99.0007cefa	user_options->markov_classic	0
TOP.5f241c99.0007cefa	user_options->markov_disable	0
TOP.5f241c99.0007cefa	user_options->markov_threshold	256
TOP.5f241c99.0007cefa	user_options->nvidia_spin_damp	100
TOP.5f241c99.0007cefa	user_options->opencl_info	0
TOP.5f241c99.0007cefa	user_options->opencl_vector_width	0
TOP.5f241c99.0007cefa	user_options->optimized_kernel_enable	0
TOP.5f241c99.0007cefa	user_options->outfile_autohex	1
TOP.5f241c99.0007cefa	user_options->outfile_check_timer	5
TOP.5f241c99.0007cefa	user_options->outfile_format	3
TOP.5f241c99.0007cefa	user_options->wordlist_autohex_disable	0
TOP.5f241c99.0007cefa	user_options->potfile_disable	0
TOP.5f241c99.0007cefa	user_options->progress_only	0
TOP.5f241c99.0007cefa	user_options->quiet	0
TOP.5f241c99.0007cefa	user_options->remove	0
TOP.5f241c99.0007cefa	user_options->remove_timer	60
TOP.5f241c99.0007cefa	user_options->restore	0
TOP.5f241c99.0007cefa	user_options->restore_disable	0
TOP.5f241c99.0007cefa	user_options->restore_timer	60
TOP.5f241c99.0007cefa	user_options->rp_files_cnt	1
TOP.5f241c99.0007cefa	user_options->rp_gen	0
TOP.5f241c99.0007cefa	user_options->rp_gen_func_max	4
TOP.5f241c99.0007cefa	user_options->rp_gen_func_min	1
TOP.5f241c99.0007cefa	user_options->rp_gen_seed	0
TOP.5f241c99.0007cefa	user_options->runtime	0
TOP.5f241c99.0007cefa	user_options->scrypt_tmto	0
TOP.5f241c99.0007cefa	user_options->segment_size	33554432
TOP.5f241c99.0007cefa	user_options->self_test_disable	0
TOP.5f241c99.0007cefa	user_options->show	0
TOP.5f241c99.0007cefa	user_options->speed_only	0
TOP.5f241c99.0007cefa	user_options->status	0
TOP.5f241c99.0007cefa	user_options->status_timer	10
TOP.5f241c99.0007cefa	user_options->stdout_flag	0
TOP.5f241c99.0007cefa	user_options->usage	0
TOP.5f241c99.0007cefa	user_options->username	0
TOP.5f241c99.0007cefa	user_options->veracrypt_pim	0
TOP.5f241c99.0007cefa	user_options->version	0
TOP.5f241c99.0007cefa	user_options->workload_profile	2
TOP.5f241c99.0007cefa	proc_start	1596202137
TOP.5f241c99.0007cefa	proc_stop	1596202137
TOP.5f241c99.0007cefa	STOP
TOP.5f241cab.000c1a82	START
TOP.5f241cab.000c1a82	user_options->separator	:
TOP.5f241cab.000c1a82	user_options->encoding_from	utf-8
TOP.5f241cab.000c1a82	user_options->encoding_to	utf-8
TOP.5f241cab.000c1a82	user_options->rp_files[0]	rules\Incisive-leetspeak.rule
TOP.5f241cab.000c1a82	user_options->rule_buf_l	:
TOP.5f241cab.000c1a82	user_options->rule_buf_r	:
TOP.5f241cab.000c1a82	user_options->session	hashcat
TOP.5f241cab.000c1a82	user_options->limit	0
TOP.5f241cab.000c1a82	user_options->skip	0
TOP.5f241cab.000c1a82	user_options->attack_mode	0
TOP.5f241cab.000c1a82	user_options->benchmark	0
TOP.5f241cab.000c1a82	user_options->benchmark_all	0
TOP.5f241cab.000c1a82	user_options->bitmap_max	24
TOP.5f241cab.000c1a82	user_options->bitmap_min	16
TOP.5f241cab.000c1a82	user_options->debug_mode	0
TOP.5f241cab.000c1a82	user_options->example_hashes	0
TOP.5f241cab.000c1a82	user_options->force	0
TOP.5f241cab.000c1a82	user_options->gpu_temp_abort	90
TOP.5f241cab.000c1a82	user_options->gpu_temp_disable	0
TOP.5f241cab.000c1a82	user_options->hash_mode	0
TOP.5f241cab.000c1a82	user_options->hex_charset	0
TOP.5f241cab.000c1a82	user_options->hex_salt	0
TOP.5f241cab.000c1a82	user_options->hex_wordlist	0
TOP.5f241cab.000c1a82	user_options->increment	0
TOP.5f241cab.000c1a82	user_options->increment_max	256
TOP.5f241cab.000c1a82	user_options->increment_min	1
TOP.5f241cab.000c1a82	user_options->keep_guessing	0
TOP.5f241cab.000c1a82	user_options->kernel_accel	0
TOP.5f241cab.000c1a82	user_options->kernel_loops	0
TOP.5f241cab.000c1a82	user_options->keyspace	0
TOP.5f241cab.000c1a82	user_options->left	0
TOP.5f241cab.000c1a82	user_options->logfile_disable	0
TOP.5f241cab.000c1a82	user_options->loopback	0
TOP.5f241cab.000c1a82	user_options->machine_readable	0
TOP.5f241cab.000c1a82	user_options->markov_classic	0
TOP.5f241cab.000c1a82	user_options->markov_disable	0
TOP.5f241cab.000c1a82	user_options->markov_threshold	256
TOP.5f241cab.000c1a82	user_options->nvidia_spin_damp	100
TOP.5f241cab.000c1a82	user_options->opencl_info	0
TOP.5f241cab.000c1a82	user_options->opencl_vector_width	0
TOP.5f241cab.000c1a82	user_options->optimized_kernel_enable	0
TOP.5f241cab.000c1a82	user_options->outfile_autohex	1
TOP.5f241cab.000c1a82	user_options->outfile_check_timer	5
TOP.5f241cab.000c1a82	user_options->outfile_format	3
TOP.5f241cab.000c1a82	user_options->wordlist_autohex_disable	0
TOP.5f241cab.000c1a82	user_options->potfile_disable	0
TOP.5f241cab.000c1a82	user_options->progress_only	0
TOP.5f241cab.000c1a82	user_options->quiet	0
TOP.5f241cab.000c1a82	user_options->remove	0
TOP.5f241cab.000c1a82	user_options->remove_timer	60
TOP.5f241cab.000c1a82	user_options->restore	0
TOP.5f241cab.000c1a82	user_options->restore_disable	0
TOP.5f241cab.000c1a82	user_options->restore_timer	60
TOP.5f241cab.000c1a82	user_options->rp_files_cnt	1
TOP.5f241cab.000c1a82	user_options->rp_gen	0
TOP.5f241cab.000c1a82	user_options->rp_gen_func_max	4
TOP.5f241cab.000c1a82	user_options->rp_gen_func_min	1
TOP.5f241cab.000c1a82	user_options->rp_gen_seed	0
TOP.5f241cab.000c1a82	user_options->runtime	0
TOP.5f241cab.000c1a82	user_options->scrypt_tmto	0
TOP.5f241cab.000c1a82	user_options->segment_size	33554432
TOP.5f241cab.000c1a82	user_options->self_test_disable	0
TOP.5f241cab.000c1a82	user_options->show	0
TOP.5f241cab.000c1a82	user_options->speed_only	0
TOP.5f241cab.000c1a82	user_options->status	0
TOP.5f241cab.000c1a82	user_options->status_timer	10
TOP.5f241cab.000c1a82	user_options->stdout_flag	0
TOP.5f241cab.000c1a82	user_options->usage	0
TOP.5f241cab.000c1a82	user_options->username	0
TOP.5f241cab.000c1a82	user_options->veracrypt_pim	0
TOP.5f241cab.000c1a82	user_options->version	0
TOP.5f241cab.000c1a82	user_options->workload_profile	2
TOP.5f241cab.000c1a82	hashes->hashfile	md5.txt
TOP.5f241cab.000c1a82	hashes->hashlist_mode	4
TOP.5f241cab.000c1a82	hashes->hashlist_format	0
TOP.5f241cab.000c1a82	hashes->hashes_cnt	0
TOP.5f241cab.000c1a82	hashes->digests_cnt	10
TOP.5f241cab.000c1a82	hashes->digests_done	0
TOP.5f241cab.000c1a82	hashes->salts_cnt	1
TOP.5f241cab.000c1a82	hashes->salts_done	0
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	START
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	straight_ctx->dict	password.lst
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	rulefile	rules\Incisive-leetspeak.rule
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	runtime_start	1596202215
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	runtime_stop	1596202239
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	status-after-work	5
TOP.5f241cab.000c1a82	SUB.5f241ce7.0005e65b	STOP
TOP.5f241cab.000c1a82	proc_start	1596202155
TOP.5f241cab.000c1a82	proc_stop	1596202241
TOP.5f241cab.000c1a82	STOP
TOP.5f242476.00015e0c	START
TOP.5f242476.00015e0c	user_options->separator	:
TOP.5f242476.00015e0c	user_options->encoding_from	utf-8
TOP.5f242476.00015e0c	user_options->encoding_to	utf-8
TOP.5f242476.00015e0c	user_options->rp_files[0]	rules\Incisive-leetspeak.rule
TOP.5f242476.00015e0c	user_options->rule_buf_l	:
TOP.5f242476.00015e0c	user_options->rule_buf_r	:
TOP.5f242476.00015e0c	user_options->session	hashcat
TOP.5f242476.00015e0c	user_options->limit	0
TOP.5f242476.00015e0c	user_options->skip	0
TOP.5f242476.00015e0c	user_options->attack_mode	0
TOP.5f242476.00015e0c	user_options->benchmark	0
TOP.5f242476.00015e0c	user_options->benchmark_all	0
TOP.5f242476.00015e0c	user_options->bitmap_max	24
TOP.5f242476.00015e0c	user_options->bitmap_min	16
TOP.5f242476.00015e0c	user_options->debug_mode	0
TOP.5f242476.00015e0c	user_options->example_hashes	0
TOP.5f242476.00015e0c	user_options->force	0
TOP.5f242476.00015e0c	user_options->gpu_temp_abort	90
TOP.5f242476.00015e0c	user_options->gpu_temp_disable	0
TOP.5f242476.00015e0c	user_options->hash_mode	500
TOP.5f242476.00015e0c	user_options->hex_charset	0
TOP.5f242476.00015e0c	user_options->hex_salt	0
TOP.5f242476.00015e0c	user_options->hex_wordlist	0
TOP.5f242476.00015e0c	user_options->increment	0
TOP.5f242476.00015e0c	user_options->increment_max	256
TOP.5f242476.00015e0c	user_options->increment_min	1
TOP.5f242476.00015e0c	user_options->keep_guessing	0
TOP.5f242476.00015e0c	user_options->kernel_accel	0
TOP.5f242476.00015e0c	user_options->kernel_loops	0
TOP.5f242476.00015e0c	user_options->keyspace	0
TOP.5f242476.00015e0c	user_options->left	0
TOP.5f242476.00015e0c	user_options->logfile_disable	0
TOP.5f242476.00015e0c	user_options->loopback	0
TOP.5f242476.00015e0c	user_options->machine_readable	0
TOP.5f242476.00015e0c	user_options->markov_classic	0
TOP.5f242476.00015e0c	user_options->markov_disable	0
TOP.5f242476.00015e0c	user_options->markov_threshold	256
TOP.5f242476.00015e0c	user_options->nvidia_spin_damp	100
TOP.5f242476.00015e0c	user_options->opencl_info	0
TOP.5f242476.00015e0c	user_options->opencl_vector_width	0
TOP.5f242476.00015e0c	user_options->optimized_kernel_enable	0
TOP.5f242476.00015e0c	user_options->outfile_autohex	1
TOP.5f242476.00015e0c	user_options->outfile_check_timer	5
TOP.5f242476.00015e0c	user_options->outfile_format	3
TOP.5f242476.00015e0c	user_options->wordlist_autohex_disable	0
TOP.5f242476.00015e0c	user_options->potfile_disable	0
TOP.5f242476.00015e0c	user_options->progress_only	0
TOP.5f242476.00015e0c	user_options->quiet	0
TOP.5f242476.00015e0c	user_options->remove	0
TOP.5f242476.00015e0c	user_options->remove_timer	60
TOP.5f242476.00015e0c	user_options->restore	0
TOP.5f242476.00015e0c	user_options->restore_disable	0
TOP.5f242476.00015e0c	user_options->restore_timer	60
TOP.5f242476.00015e0c	user_options->rp_files_cnt	1
TOP.5f242476.00015e0c	user_options->rp_gen	0
TOP.5f242476.00015e0c	user_options->rp_gen_func_max	4
TOP.5f242476.00015e0c	user_options->rp_gen_func_min	1
TOP.5f242476.00015e0c	user_options->rp_gen_seed	0
TOP.5f242476.00015e0c	user_options->runtime	0
TOP.5f242476.00015e0c	user_options->scrypt_tmto	0
TOP.5f242476.00015e0c	user_options->segment_size	33554432
TOP.5f242476.00015e0c	user_options->self_test_disable	0
TOP.5f242476.00015e0c	user_options->show	0
TOP.5f242476.00015e0c	user_options->speed_only	0
TOP.5f242476.00015e0c	user_options->status	0
TOP.5f242476.00015e0c	user_options->status_timer	10
TOP.5f242476.00015e0c	user_options->stdout_flag	0
TOP.5f242476.00015e0c	user_options->usage	0
TOP.5f242476.00015e0c	user_options->username	0
TOP.5f242476.00015e0c	user_options->veracrypt_pim	0
TOP.5f242476.00015e0c	user_options->version	0
TOP.5f242476.00015e0c	user_options->workload_profile	2
TOP.5f242476.00015e0c	hashes->hashfile	combined.hashes
TOP.5f242476.00015e0c	hashes->hashlist_mode	4
TOP.5f242476.00015e0c	hashes->hashlist_format	0
TOP.5f242476.00015e0c	hashes->hashes_cnt	0
TOP.5f242476.00015e0c	hashes->digests_cnt	6
TOP.5f242476.00015e0c	hashes->digests_done	0
TOP.5f242476.00015e0c	hashes->salts_cnt	6
TOP.5f242476.00015e0c	hashes->salts_done	0
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	START
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	straight_ctx->dict	password.lst
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	rulefile	rules\Incisive-leetspeak.rule
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	runtime_start	1596204160
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	runtime_stop	1596204185
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	status-after-work	8
TOP.5f242476.00015e0c	SUB.5f242480.000384c8	STOP
TOP.5f242476.00015e0c	proc_start	1596204150
TOP.5f242476.00015e0c	proc_stop	1596204186
TOP.5f242476.00015e0c	STOP
TOP.5f242526.00071796	START
TOP.5f242526.00071796	user_options->separator	:
TOP.5f242526.00071796	user_options->encoding_from	utf-8
TOP.5f242526.00071796	user_options->encoding_to	utf-8
TOP.5f242526.00071796	user_options->rule_buf_l	:
TOP.5f242526.00071796	user_options->rule_buf_r	:
TOP.5f242526.00071796	user_options->session	hashcat
TOP.5f242526.00071796	user_options->limit	0
TOP.5f242526.00071796	user_options->skip	0
TOP.5f242526.00071796	user_options->attack_mode	0
TOP.5f242526.00071796	user_options->benchmark	0
TOP.5f242526.00071796	user_options->benchmark_all	0
TOP.5f242526.00071796	user_options->bitmap_max	24
TOP.5f242526.00071796	user_options->bitmap_min	16
TOP.5f242526.00071796	user_options->debug_mode	0
TOP.5f242526.00071796	user_options->example_hashes	0
TOP.5f242526.00071796	user_options->force	0
TOP.5f242526.00071796	user_options->gpu_temp_abort	90
TOP.5f242526.00071796	user_options->gpu_temp_disable	0
TOP.5f242526.00071796	user_options->hash_mode	500
TOP.5f242526.00071796	user_options->hex_charset	0
